Vds,Ids (Vg=2.5V)_x,Ids (Vg=2.5V)_y,Ids (Vg=3.0V),Ids (Vg=4.0V),Ids (Vg=6.0V),Ids (Vg=8.0V),Ids (Vg=10.0V),Ids (Vg=12.0V),Ids (Vg=15.0V)
1.572855223880597,1.6145920398009947,,,,,,,,
1.5795014925373134,,,,76.0948407960199,,,,,
1.5826129353233829,,,,,,,,97.76115920398011,
1.5840736318407955,,1.5555685572139304,,,,,,,
1.5843412935323384,,,,,,,,,97.99826865671643
1.5861323383084576,,,,,,,97.47094029850746,,
1.5913786069651743,,,,,,97.11773631840796,,,
1.5913786069651743,,,,,,97.11773631840796,,,
1.5913786069651743,,,,,,97.11773631840796,,,
1.5913815920398011,,,,,95.52235820895524,,,,
1.5979328358208955,,,13.200671641791043,,,,,,
1.602052736318408,,,,75.84017412935323,,,,,
1.6228189054726367,1.6782721393034827,,,,,,,,
1.634029850746269,,,,,,,,99.1077263681592,
1.637149751243781,,,,,,,98.859,,
1.6372830845771142,,,,,,,,,99.38464676616914
1.640533830845771,,1.525716368159204,,,,,,,
1.6414601990049753,,,12.9071592039801,,,,,,
1.6480273631840798,,,,76.59438805970149,,,,,
1.657213930348259,,,,,96.91075621890546,,,,
1.6778079601990052,1.7127711442786069,,,,,,,,
1.6898194029850746,,,,,,,,100.73287064676616,
1.6900194029850746,,,,,,,100.3282039800995,,
1.690416915422886,,,,,,,,,101.03338308457712
1.6927393034825875,,1.5422992537313431,,,,,,,
1.699335323383084,,,,,98.32641791044776,,,,
1.7024935323383086,,,13.107805970149252,,,,,,
1.7222562189054729,,,,78.50682089552238,,,,,
1.723984577114428,1.6444447761194032,,,,,,,,
1.733067661691542,,1.5688334328358209,,,,,,,
1.7347303482587066,,,,,,,,,102.21905472636816
1.7354567164179109,,,,,,,101.66910447761192,,
1.73711592039801,,,,,,,,102.02218905472635,
1.739570646766169,,,,78.55596019900497,,,,,
1.7418298507462686,,,13.333343283582089,,,,,,
1.7500845771144276,,,,,,101.52154228855724,,,
1.7674935323383083,,,,,99.7398656716418,,,,
1.775190049751244,1.482585721393035,,,,,,,,
1.787133830845771,,,,,,,103.05139303482588,,
1.7886572139303485,,,,,,,,103.36840796019902,
1.789186567164179,,,,79.47994029850747,,,,,
1.7892552238805972,,,,,,,,,103.69646766169151
1.789718407960199,,1.557224278606965,,,,,,,
1.793237313432836,,,13.94526368159204,,,,,,
1.810286069651741,,,,,101.15303482587066,,,,
1.8134323383084576,,,,,,102.82114427860694,,,
1.8134323383084576,,,,,,102.82114427860694,,,
1.8210960199004973,1.712767164179105,,,,,,,,
1.834230845771144,,,,,,,,,104.75169154228858
1.8348945273631845,,,,,,,,104.636815920398,
1.835028358208955,,,,,,,104.291592039801,,
1.8375462686567168,,1.5439563184079603,,,,,,,
